"work_year","experience_level","employment_type","company_location","company_size","job_category","salary_eur_harmonized"
2025,"MI","FT","US","M","Data Analyst","152000.00"
2025,"SE","FT","CA","M","Data Analyst","98325.00"
2025,"SE","FT","CA","M","Data Analyst","53200.00"
2025,"EN","FT","US","M","Data Analyst","78850.00"
2025,"EN","FT","US","M","Data Analyst","42750.00"
2025,"MI","FT","US","M","Data Analyst","118750.00"
2025,"MI","FT","US","M","Data Analyst","95000.00"
2025,"SE","FT","US","M","Data Analyst","163400.00"
2025,"SE","FT","US","M","Data Analyst","118750.00"
2025,"SE","FT","DE","M","Data Analyst","213750.00"
2025,"SE","FT","DE","M","Data Analyst","94050.00"
2025,"MI","FT","US","M","Data Analyst","213750.00"
2025,"MI","FT","US","M","Data Analyst","94050.00"
2025,"SE","FT","US","M","Data Analyst","140334.00"
2025,"SE","FT","US","M","Data Analyst","93556.00"
2025,"SE","FT","GB","M","Data Analyst","167200.00"
2025,"SE","FT","GB","M","Data Analyst","73625.00"
2025,"MI","FT","US","M","Data Analyst","133950.00"
2025,"MI","FT","US","M","Data Analyst","58900.00"
2025,"SE","FT","US","M","Data Analyst","206625.00"
2025,"SE","FT","US","M","Data Analyst","149150.00"
2025,"MI","FT","US","M","Data Analyst","76000.00"
2025,"MI","FT","US","M","Data Analyst","58900.00"
2025,"SE","FT","US","M","Data Analyst","108482.40"
2025,"SE","FT","US","M","Data Analyst","72321.60"
2025,"SE","FT","US","M","Data Analyst","161500.00"
2025,"SE","FT","US","M","Data Analyst","137750.00"
2025,"MI","FT","CA","M","Data Analyst","67545.00"
2025,"MI","FT","CA","M","Data Analyst","45030.00"
2025,"MI","FT","US","M","Data Analyst","74974.00"
2025,"MI","FT","US","M","Data Analyst","46669.70"
2025,"MI","FT","US","M","Data Analyst","98054.25"
2025,"MI","FT","US","M","Data Analyst","74708.00"
2025,"SE","FT","GB","M","Data Analyst","54113.90"
2025,"SE","FT","GB","M","Data Analyst","42087.85"
2025,"EN","FT","US","M","Data Analyst","114000.00"
2025,"EN","FT","US","M","Data Analyst","85500.00"
2025,"MI","FT","US","M","Data Analyst","74199.75"
2025,"MI","FT","US","M","Data Analyst","49466.50"
2025,"SE","FT","US","M","Data Analyst","123500.00"
2025,"SE","FT","US","M","Data Analyst","76000.00"
2025,"SE","FT","US","M","Data Analyst","123500.00"
2025,"SE","FT","US","M","Data Analyst","76000.00"
2025,"MI","FT","US","M","Data Analyst","95000.00"
2025,"MI","FT","US","M","Data Analyst","80750.00"
2025,"SE","FT","US","M","Data Analyst","184300.00"
2025,"SE","FT","US","M","Data Analyst","112100.00"
2025,"SE","FT","US","M","Data Analyst","206625.00"
2025,"SE","FT","US","M","Data Analyst","149150.00"
2025,"MI","FT","US","M","Data Analyst","69350.00"
2025,"MI","FT","US","M","Data Analyst","58900.00"
2025,"MI","FT","US","M","Data Analyst","92380.85"
2025,"MI","FT","US","M","Data Analyst","71062.85"
2025,"MI","FT","US","M","Data Analyst","152000.00"
2025,"MI","FT","US","M","Data Analyst","126350.00"
2025,"SE","FT","US","M","Data Analyst","149482.50"
2025,"SE","FT","US","M","Data Analyst","103170.00"
2025,"SE","FT","US","M","Data Analyst","126629.30"
2025,"SE","FT","US","M","Data Analyst","88640.70"
2025,"MI","FT","US","M","Data Analyst","175750.00"
2025,"MI","FT","US","M","Data Analyst","126350.00"
2025,"MI","FT","AU","M","Data Analyst","105260.95"
2025,"MI","FT","AU","M","Data Analyst","98672.70"
2025,"MI","FT","US","M","Data Analyst","87639.40"
2025,"MI","FT","US","M","Data Analyst","78463.35"
2025,"SE","FT","US","M","Data Analyst","171950.00"
2025,"SE","FT","US","M","Data Analyst","150670.00"
2025,"MI","FT","US","M","Data Analyst","87875.00"
2025,"MI","FT","US","M","Data Analyst","67450.00"
2025,"SE","FT","US","M","Data Analyst","95000.00"
2025,"SE","FT","US","M","Data Analyst","88108.70"
2025,"SE","FT","US","M","Data Analyst","126629.30"
2025,"SE","FT","US","M","Data Analyst","88640.70"
2025,"SE","FT","US","M","Data Analyst","175370.00"
2025,"SE","FT","US","M","Data Analyst","109630.00"
2025,"SE","FT","US","M","Data Analyst","174800.00"
2025,"SE","FT","US","M","Data Analyst","150760.25"
2025,"SE","FT","US","M","Data Analyst","146965.00"
2025,"SE","FT","US","M","Data Analyst","81700.00"
2025,"MI","FT","US","M","Data Analyst","126350.00"
2025,"MI","FT","US","M","Data Analyst","47500.00"
2025,"MI","FT","US","M","Data Analyst","80750.00"
2025,"MI","FT","US","M","Data Analyst","57000.00"
2025,"SE","FT","CA","M","Data Analyst","119700.00"
2025,"SE","FT","CA","M","Data Analyst","53200.00"
2025,"MI","FT","US","M","Data Analyst","166250.00"
2025,"MI","FT","US","M","Data Analyst","66500.00"
2025,"MI","FT","US","M","Data Analyst","76000.00"
2025,"MI","FT","US","M","Data Analyst","76000.00"
2025,"EN","FT","US","M","Data Analyst","161975.00"
2025,"EN","FT","US","M","Data Analyst","97185.00"
2025,"MI","FT","US","M","Data Analyst","109818.10"
2025,"MI","FT","US","M","Data Analyst","78441.50"
2025,"SE","FT","US","M","Data Analyst","132525.00"
2025,"SE","FT","US","M","Data Analyst","106020.00"
2025,"SE","FT","US","M","Data Analyst","251826.00"
2025,"SE","FT","US","M","Data Analyst","167884.00"
2025,"MI","FT","US","M","Data Analyst","103455.00"
2025,"MI","FT","US","M","Data Analyst","82764.00"
2025,"SE","FT","US","M","Data Analyst","107350.00"
2025,"SE","FT","US","M","Data Analyst","52250.00"
2025,"MI","FT","US","M","Data Analyst","114429.40"
2025,"MI","FT","US","M","Data Analyst","48823.35"
2025,"SE","FT","US","M","Data Analyst","99750.00"
2025,"SE","FT","US","M","Data Analyst","80750.00"
2025,"SE","FT","US","M","Data Analyst","147250.00"
2025,"SE","FT","US","M","Data Analyst","128250.00"
2025,"SE","FT","US","M","Data Analyst","152000.00"
2025,"SE","FT","US","M","Data Analyst","121600.00"
2025,"MI","FT","US","M","Data Analyst","76000.00"
2025,"MI","FT","US","M","Data Analyst","57000.00"
2025,"SE","FT","US","M","Data Analyst","160312.50"
2025,"SE","FT","US","M","Data Analyst","102253.25"
2025,"SE","FT","US","M","Data Analyst","161500.00"
2025,"SE","FT","US","M","Data Analyst","142500.00"
2025,"MI","FT","LT","M","Data Analyst","53999.90"
2025,"MI","FT","LT","M","Data Analyst","26399.55"
2025,"MI","FT","US","M","Data Analyst","147286.10"
2025,"MI","FT","US","M","Data Analyst","85756.50"
2025,"SE","FT","GB","M","Data Analyst","53211.40"
2025,"SE","FT","GB","M","Data Analyst","47890.45"
2025,"MI","FT","US","M","Data Analyst","213750.00"
2025,"MI","FT","US","M","Data Analyst","94050.00"
2025,"SE","FT","US","M","Data Analyst","76304.00"
2025,"SE","FT","US","M","Data Analyst","61043.20"
2025,"MI","FT","US","M","Data Analyst","141740.00"
2025,"MI","FT","US","M","Data Analyst","69065.00"
2025,"SE","FT","US","M","Data Analyst","179208.00"
2025,"SE","FT","US","M","Data Analyst","119472.00"
2025,"MI","FT","US","M","Data Analyst","185725.00"
2025,"MI","FT","US","M","Data Analyst","95000.00"
2025,"SE","FT","US","M","Data Analyst","95000.00"
2025,"SE","FT","US","M","Data Analyst","76000.00"
2025,"MI","FT","US","M","Data Analyst","125780.00"
2025,"MI","FT","US","M","Data Analyst","83885.00"
2025,"MI","FT","CA","M","Data Analyst","118645.50"
2025,"MI","FT","CA","M","Data Analyst","87694.50"
2025,"SE","FT","CA","M","Data Analyst","118645.50"
2025,"SE","FT","CA","M","Data Analyst","87694.50"
2025,"MI","FT","US","M","Data Analyst","132050.00"
2025,"MI","FT","US","M","Data Analyst","101650.00"
2025,"MI","FT","GB","M","Data Analyst","49751.50"
2025,"MI","FT","GB","M","Data Analyst","41306.95"
2025,"MI","FT","US","M","Data Analyst","92380.85"
2025,"MI","FT","US","M","Data Analyst","71062.85"
2025,"SE","FT","US","M","Data Analyst","104322.35"
2025,"SE","FT","US","M","Data Analyst","62593.60"
2025,"EN","FT","GB","M","Data Analyst","42087.85"
2025,"EN","FT","GB","M","Data Analyst","32468.15"
2025,"SE","FT","US","M","Data Analyst","95000.00"
2025,"SE","FT","US","M","Data Analyst","73625.00"
2025,"SE","FT","NL","M","Data Analyst","98831.35"
2025,"SE","FT","NL","M","Data Analyst","69179.95"
2025,"MI","FT","US","M","Data Analyst","160350.50"
2025,"MI","FT","US","M","Data Analyst","89081.50"
2025,"MI","FT","US","M","Data Analyst","118750.00"
2025,"MI","FT","US","M","Data Analyst","85500.00"
2025,"SE","FT","GB","M","Data Analyst","65801.75"
2025,"SE","FT","GB","M","Data Analyst","58490.55"
2025,"SE","FT","US","M","Data Analyst","187506.25"
2025,"SE","FT","US","M","Data Analyst","112503.75"
2025,"SE","FT","US","M","Data Analyst","101175.00"
2025,"SE","FT","US","M","Data Analyst","54625.00"
2025,"MI","FT","US","M","Data Analyst","120175.00"
2025,"MI","FT","US","M","Data Analyst","88825.00"
2025,"SE","FT","US","M","Data Analyst","141037.00"
2025,"SE","FT","US","M","Data Analyst","52250.00"
2025,"MI","FT","US","M","Data Analyst","80750.00"
2025,"MI","FT","US","M","Data Analyst","76000.00"
2025,"SE","FT","CA","M","Data Analyst","98325.00"
2025,"SE","FT","CA","M","Data Analyst","53200.00"
2025,"SE","FT","US","M","Data Analyst","141550.00"
2025,"SE","FT","US","M","Data Analyst","65768.50"
2025,"MI","FT","US","M","Data Analyst","93715.60"
2025,"MI","FT","US","M","Data Analyst","56796.70"
2025,"MI","FT","US","M","Data Analyst","66500.00"
2025,"MI","FT","US","M","Data Analyst","45600.00"
2025,"MI","FT","US","M","Data Analyst","104690.00"
2025,"MI","FT","US","M","Data Analyst","62320.00"
2025,"SE","FT","US","M","Data Analyst","227335.00"
2025,"SE","FT","US","M","Data Analyst","196460.00"
2025,"MI","FT","US","M","Data Analyst","99750.00"
2025,"MI","FT","US","M","Data Analyst","52250.00"
2025,"MI","FT","US","M","Data Analyst","80750.00"
2025,"MI","FT","US","M","Data Analyst","64600.00"
2025,"SE","FT","US","M","Data Analyst","190000.00"
2025,"SE","FT","US","M","Data Analyst","142500.00"
2025,"SE","FT","US","M","Data Analyst","201552.00"
2025,"SE","FT","US","M","Data Analyst","134368.00"
2025,"MI","FT","US","M","Data Analyst","99750.00"
2025,"MI","FT","US","M","Data Analyst","57000.00"
2025,"SE","FT","US","M","Data Analyst","123500.00"
2025,"SE","FT","US","M","Data Analyst","95000.00"
2025,"SE","FT","US","M","Data Analyst","152000.00"
2025,"SE","FT","US","M","Data Analyst","133000.00"
2025,"MI","FT","CA","M","Data Analyst","102885.00"
2025,"MI","FT","CA","M","Data Analyst","76095.00"
2025,"SE","FT","US","M","Data Analyst","96751.80"
2025,"SE","FT","US","M","Data Analyst","74670.00"
2025,"SE","FT","US","M","Data Analyst","218500.00"
2025,"SE","FT","US","M","Data Analyst","190000.00"
2025,"EN","FT","US","M","Data Analyst","71250.00"
2025,"EN","FT","US","M","Data Analyst","57000.00"
2025,"MI","FT","US","M","Data Analyst","52250.00"
2025,"MI","FT","US","M","Data Analyst","49156.80"
2025,"SE","FT","US","M","Data Analyst","152000.00"
2025,"SE","FT","US","M","Data Analyst","114000.00"
2025,"SE","FT","US","M","Data Analyst","118180.00"
2025,"SE","FT","US","M","Data Analyst","103550.00"
2025,"MI","FT","US","M","Data Analyst","77900.00"
2025,"MI","FT","US","M","Data Analyst","68400.00"
2025,"SE","FT","GB","M","Data Analyst","90189.20"
2025,"SE","FT","GB","M","Data Analyst","78164.10"
2025,"SE","FT","US","M","Data Analyst","160075.00"
2025,"SE","FT","US","M","Data Analyst","100225.00"
2025,"SE","FT","US","M","Data Analyst","171475.00"
2025,"SE","FT","US","M","Data Analyst","107350.00"
2025,"SE","FT","US","M","Data Analyst","236455.00"
2025,"SE","FT","US","M","Data Analyst","157605.00"
2025,"MI","FT","US","M","Data Analyst","110960.00"
2025,"MI","FT","US","M","Data Analyst","74575.00"
2025,"MI","FT","US","M","Data Analyst","209760.00"
2025,"MI","FT","US","M","Data Analyst","139840.00"
2025,"MI","FT","US","M","Data Analyst","92297.25"
2025,"MI","FT","US","M","Data Analyst","56810.00"
2025,"SE","FT","US","M","Data Analyst","81567.00"
2025,"SE","FT","US","M","Data Analyst","61845.00"
2025,"MI","CT","US","M","Data Analyst","102600.00"
2025,"MI","CT","US","M","Data Analyst","76000.00"
2025,"MI","FT","US","M","Data Analyst","133665.00"
2025,"MI","FT","US","M","Data Analyst","96615.00"
2025,"SE","FT","US","M","Data Analyst","78137.50"
2025,"SE","FT","US","M","Data Analyst","58900.00"
2025,"MI","FT","US","M","Data Analyst","154042.50"
2025,"MI","FT","US","M","Data Analyst","85215.00"
2025,"SE","FT","US","M","Data Analyst","104071.55"
2025,"SE","FT","US","M","Data Analyst","61497.30"
2025,"MI","FT","US","M","Data Analyst","127205.00"
2025,"MI","FT","US","M","Data Analyst","90535.00"
2025,"SE","FT","US","M","Data Analyst","147250.00"
2025,"SE","FT","US","M","Data Analyst","76000.00"
2025,"EN","FT","GB","M","Data Analyst","30062.75"
2025,"EN","FT","GB","M","Data Analyst","30062.75"
2025,"SE","FT","US","M","Data Analyst","114000.00"
2025,"SE","FT","US","M","Data Analyst","99750.00"
2025,"SE","FT","US","M","Data Analyst","133000.00"
2025,"SE","FT","US","M","Data Analyst","104500.00"
2025,"SE","FT","US","M","Data Analyst","239875.00"
2025,"SE","FT","US","M","Data Analyst","173185.00"
2025,"MI","FT","US","M","Data Analyst","88587.50"
2025,"MI","FT","US","M","Data Analyst","62669.60"
2025,"MI","FT","GB","M","Data Analyst","36075.30"
2025,"MI","FT","GB","M","Data Analyst","30062.75"
2025,"MI","FT","US","M","Data Analyst","95000.00"
2025,"MI","FT","US","M","Data Analyst","74100.00"
2025,"MI","FT","US","M","Data Analyst","57000.00"
2025,"MI","FT","US","M","Data Analyst","39900.00"
2025,"MI","FT","US","M","Data Analyst","103740.00"
2025,"MI","FT","US","M","Data Analyst","88179.00"
2025,"SE","FT","CA","M","Data Analyst","125578.60"
2025,"SE","FT","CA","M","Data Analyst","98198.65"
2025,"SE","FT","US","M","Data Analyst","180690.00"
2025,"SE","FT","US","M","Data Analyst","103265.00"
2025,"MI","FT","US","M","Data Analyst","118180.00"
2025,"MI","FT","US","M","Data Analyst","94145.00"
2025,"MI","FT","GB","M","Data Analyst","54354.25"
2025,"MI","FT","GB","M","Data Analyst","41968.15"
2025,"SE","FT","US","M","Data Analyst","121457.50"
2025,"SE","FT","US","M","Data Analyst","72580.00"
2025,"SE","FT","US","M","Data Analyst","166725.00"
2025,"SE","FT","US","M","Data Analyst","96425.00"
2025,"SE","FT","CA","M","Data Analyst","92815.00"
2025,"SE","FT","CA","M","Data Analyst","55670.00"
2025,"SE","FT","US","M","Data Analyst","146300.00"
2025,"SE","FT","US","M","Data Analyst","124355.00"
2025,"MI","FT","US","M","Data Analyst","38000.00"
2025,"MI","FT","US","M","Data Analyst","38000.00"
2025,"SE","FT","US","M","Data Analyst","118370.00"
2025,"SE","FT","US","M","Data Analyst","72675.00"
2025,"MI","FT","US","M","Data Analyst","95950.00"
2025,"MI","FT","US","M","Data Analyst","76950.00"
2025,"MI","FT","US","M","Data Analyst","90250.00"
2025,"MI","FT","US","M","Data Analyst","76000.00"
2025,"SE","FT","US","M","Data Analyst","138168.00"
2025,"SE","FT","US","M","Data Analyst","92112.00"
2025,"SE","FT","US","M","Data Analyst","162222.00"
2025,"SE","FT","US","M","Data Analyst","108148.00"
2025,"SE","FT","US","M","Data Analyst","162222.00"
2025,"SE","FT","US","M","Data Analyst","108148.00"
2025,"SE","FT","US","M","Data Analyst","102410.00"
2025,"SE","FT","US","M","Data Analyst","54815.00"
2025,"MI","FT","US","M","Data Analyst","104500.00"
2025,"MI","FT","US","M","Data Analyst","85500.00"
2025,"SE","FT","US","M","Data Analyst","108110.00"
2025,"SE","FT","US","M","Data Analyst","75715.00"
2025,"MI","FT","US","M","Data Analyst","123500.00"
2025,"MI","FT","US","M","Data Analyst","98800.00"
2025,"MI","FT","US","M","Data Analyst","92150.00"
2025,"MI","FT","US","M","Data Analyst","77900.00"
2025,"SE","FT","US","M","Data Analyst","123500.00"
2025,"SE","FT","US","M","Data Analyst","86450.00"
2025,"MI","FT","US","M","Data Analyst","137750.00"
2025,"MI","FT","US","M","Data Analyst","123500.00"
